id;name;created_by;treatment_plan_id
1352;General TreatmentTask;system;1352
1353;General TreatmentTask;system;1353
1354;General TreatmentTask;system;1354
1355;General TreatmentTask;system;1355
1356;General TreatmentTask;system;1356
1357;General TreatmentTask;system;1357
1358;General TreatmentTask;system;1358
1359;General TreatmentTask;system;1359
1360;General TreatmentTask;system;1360
1361;General TreatmentTask;system;1361
1362;General TreatmentTask;system;1362
1363;General TreatmentTask;system;1363
1364;General TreatmentTask;system;1364
1365;General TreatmentTask;system;1365
1366;General TreatmentTask;system;1366
1367;General TreatmentTask;system;1367
1368;General TreatmentTask;system;1368
1369;General TreatmentTask;system;1369
1370;General TreatmentTask;system;1370
1371;General TreatmentTask;system;1371
1372;General TreatmentTask;system;1372
1373;General TreatmentTask;system;1373
1374;General TreatmentTask;system;1374
1375;General TreatmentTask;system;1375
1376;General TreatmentTask;system;1376
1377;General TreatmentTask;system;1377
1378;General TreatmentTask;system;1378
1379;General TreatmentTask;system;1379
1380;General TreatmentTask;system;1380
1381;General TreatmentTask;system;1381
1382;General TreatmentTask;system;1382
1383;General TreatmentTask;system;1383
1384;General TreatmentTask;system;1384
1385;General TreatmentTask;system;1385
1386;General TreatmentTask;system;1386
1387;General TreatmentTask;system;1387
1388;General TreatmentTask;system;1388
1389;General TreatmentTask;system;1389
1390;General TreatmentTask;system;1390
1391;General TreatmentTask;system;1391
1392;General TreatmentTask;system;1392
1393;General TreatmentTask;system;1393
1394;General TreatmentTask;system;1394
1395;General TreatmentTask;system;1395
1396;General TreatmentTask;system;1396
1397;General TreatmentTask;system;1397
1398;General TreatmentTask;system;1398
1399;General TreatmentTask;system;1399
1400;General TreatmentTask;system;1400
1401;General TreatmentTask;system;1401
1402;General TreatmentTask;system;1402
1403;General TreatmentTask;system;1403
1404;General TreatmentTask;system;1404
1405;General TreatmentTask;system;1405
1406;General TreatmentTask;system;1406
1407;General TreatmentTask;system;1407
1408;General TreatmentTask;system;1408
1409;General TreatmentTask;system;1409
1410;General TreatmentTask;system;1410
1411;General TreatmentTask;system;1411
1412;General TreatmentTask;system;1412
1413;General TreatmentTask;system;1413
1414;General TreatmentTask;system;1414
1415;General TreatmentTask;system;1415
1416;General TreatmentTask;system;1416
1417;General TreatmentTask;system;1417
1418;General TreatmentTask;system;1418
1419;General TreatmentTask;system;1419
1420;General TreatmentTask;system;1420
1421;General TreatmentTask;system;1421
1422;General TreatmentTask;system;1422
1423;General TreatmentTask;system;1423
1424;General TreatmentTask;system;1424
1425;General TreatmentTask;system;1425
1426;General TreatmentTask;system;1426
1427;General TreatmentTask;system;1427
1428;General TreatmentTask;system;1428
1429;General TreatmentTask;system;1429
1430;General TreatmentTask;system;1430
1431;General TreatmentTask;system;1431
1432;General TreatmentTask;system;1432
1433;General TreatmentTask;system;1433
1434;General TreatmentTask;system;1434
1435;General TreatmentTask;system;1435
1436;General TreatmentTask;system;1436
1437;General TreatmentTask;system;1437
1438;General TreatmentTask;system;1438
1439;General TreatmentTask;system;1439
1440;General TreatmentTask;system;1440
1441;General TreatmentTask;system;1441
1442;General TreatmentTask;system;1442
1443;General TreatmentTask;system;1443
1444;General TreatmentTask;system;1444
1445;General TreatmentTask;system;1445
1446;General TreatmentTask;system;1446
1447;General TreatmentTask;system;1447
1448;General TreatmentTask;system;1448
1449;General TreatmentTask;system;1449
1450;General TreatmentTask;system;1450
1451;General TreatmentTask;system;1451
1452;General TreatmentTask;system;1452
1453;General TreatmentTask;system;1453
1454;General TreatmentTask;system;1454
1455;General TreatmentTask;system;1455
1456;General TreatmentTask;system;1456
1457;General TreatmentTask;system;1457
1458;General TreatmentTask;system;1458
1459;General TreatmentTask;system;1459
1460;General TreatmentTask;system;1460
1461;General TreatmentTask;system;1461
1462;General TreatmentTask;system;1462
1463;General TreatmentTask;system;1463
1464;General TreatmentTask;system;1464
1465;General TreatmentTask;system;1465
1466;General TreatmentTask;system;1466
1467;General TreatmentTask;system;1467
1468;General TreatmentTask;system;1468
1469;General TreatmentTask;system;1469
1470;General TreatmentTask;system;1470
1471;General TreatmentTask;system;1471
1472;General TreatmentTask;system;1472
1473;General TreatmentTask;system;1473
1474;General TreatmentTask;system;1474
1475;General TreatmentTask;system;1475
1476;General TreatmentTask;system;1476
1477;General TreatmentTask;system;1477
1478;General TreatmentTask;system;1478
1479;General TreatmentTask;system;1479
1480;General TreatmentTask;system;1480
1481;General TreatmentTask;system;1481
1482;General TreatmentTask;system;1482
1483;General TreatmentTask;system;1483
1484;General TreatmentTask;system;1484
1485;General TreatmentTask;system;1485
1486;General TreatmentTask;system;1486
1487;General TreatmentTask;system;1487
1488;General TreatmentTask;system;1488
1489;General TreatmentTask;system;1489
1490;General TreatmentTask;system;1490
1491;General TreatmentTask;system;1491
1492;General TreatmentTask;system;1492
1493;General TreatmentTask;system;1493
1494;General TreatmentTask;system;1494
1495;General TreatmentTask;system;1495
1496;General TreatmentTask;system;1496
1497;General TreatmentTask;system;1497
1498;General TreatmentTask;system;1498
1499;General TreatmentTask;system;1499
1500;General TreatmentTask;system;1500
1501;General TreatmentTask;system;1501
1502;General TreatmentTask;system;1502
1503;General TreatmentTask;system;1503
1504;General TreatmentTask;system;1504
1505;General TreatmentTask;system;1505
1506;General TreatmentTask;system;1506
1507;General TreatmentTask;system;1507
1508;General TreatmentTask;system;1508
1509;General TreatmentTask;system;1509
1510;General TreatmentTask;system;1510
1511;General TreatmentTask;system;1511
1512;General TreatmentTask;system;1512
1513;General TreatmentTask;system;1513
1514;General TreatmentTask;system;1514
1515;General TreatmentTask;system;1515
1516;General TreatmentTask;system;1516
1517;General TreatmentTask;system;1517
1518;General TreatmentTask;system;1518
1519;General TreatmentTask;system;1519
1520;General TreatmentTask;system;1520
1521;General TreatmentTask;system;1521
1522;General TreatmentTask;system;1522
1523;General TreatmentTask;system;1523
1524;General TreatmentTask;system;1524
1525;General TreatmentTask;system;1525
1526;General TreatmentTask;system;1526
1527;General TreatmentTask;system;1527
1528;General TreatmentTask;system;1528
1529;General TreatmentTask;system;1529
1530;General TreatmentTask;system;1530
1531;General TreatmentTask;system;1531
1532;General TreatmentTask;system;1532
1533;General TreatmentTask;system;1533
1534;General TreatmentTask;system;1534
1535;General TreatmentTask;system;1535
1536;General TreatmentTask;system;1536
1537;General TreatmentTask;system;1537
1538;General TreatmentTask;system;1538
1539;General TreatmentTask;system;1539
1540;General TreatmentTask;system;1540
1541;General TreatmentTask;system;1541
1542;General TreatmentTask;system;1542
1543;General TreatmentTask;system;1543
1544;General TreatmentTask;system;1544
1545;General TreatmentTask;system;1545
1546;General TreatmentTask;system;1546
1547;General TreatmentTask;system;1547
1548;General TreatmentTask;system;1548
1549;General TreatmentTask;system;1549
1550;General TreatmentTask;system;1550
1551;General TreatmentTask;system;1551
1552;General TreatmentTask;system;1552
1553;General TreatmentTask;system;1553
1554;General TreatmentTask;system;1554
1555;General TreatmentTask;system;1555
1556;General TreatmentTask;system;1556
1557;General TreatmentTask;system;1557
1558;General TreatmentTask;system;1558
1559;General TreatmentTask;system;1559
1560;General TreatmentTask;system;1560
1561;General TreatmentTask;system;1561
1562;General TreatmentTask;system;1562
1563;General TreatmentTask;system;1563
1564;General TreatmentTask;system;1564
1565;General TreatmentTask;system;1565
1566;General TreatmentTask;system;1566
1567;General TreatmentTask;system;1567
1568;General TreatmentTask;system;1568
1569;General TreatmentTask;system;1569
1570;General TreatmentTask;system;1570
1571;General TreatmentTask;system;1571
1572;General TreatmentTask;system;1572
1573;General TreatmentTask;system;1573
1574;General TreatmentTask;system;1574
1575;General TreatmentTask;system;1575
1576;General TreatmentTask;system;1576
1577;General TreatmentTask;system;1577
1578;General TreatmentTask;system;1578
1579;General TreatmentTask;system;1579
1580;General TreatmentTask;system;1580
1581;General TreatmentTask;system;1581
1582;General TreatmentTask;system;1582
1583;General TreatmentTask;system;1583
1584;General TreatmentTask;system;1584
1585;General TreatmentTask;system;1585
1586;General TreatmentTask;system;1586
1587;General TreatmentTask;system;1587
1588;General TreatmentTask;system;1588
1589;General TreatmentTask;system;1589
1590;General TreatmentTask;system;1590
1591;General TreatmentTask;system;1591
1592;General TreatmentTask;system;1592
1593;General TreatmentTask;system;1593
1594;General TreatmentTask;system;1594
1595;General TreatmentTask;system;1595
1596;General TreatmentTask;system;1596
1597;General TreatmentTask;system;1597
1598;General TreatmentTask;system;1598
1599;General TreatmentTask;system;1599
1600;General TreatmentTask;system;1600
1601;General TreatmentTask;system;1601
1602;General TreatmentTask;system;1602
1603;General TreatmentTask;system;1603
1604;General TreatmentTask;system;1604
1605;General TreatmentTask;system;1605
1606;General TreatmentTask;system;1606
1607;General TreatmentTask;system;1607
1608;General TreatmentTask;system;1608
1609;General TreatmentTask;system;1609
1610;General TreatmentTask;system;1610
1611;General TreatmentTask;system;1611
1612;General TreatmentTask;system;1612
1613;General TreatmentTask;system;1613
1614;General TreatmentTask;system;1614
1615;General TreatmentTask;system;1615
1616;General TreatmentTask;system;1616
1617;General TreatmentTask;system;1617
1618;General TreatmentTask;system;1618
1619;General TreatmentTask;system;1619
1620;General TreatmentTask;system;1620
1621;General TreatmentTask;system;1621
1622;General TreatmentTask;system;1622
1623;General TreatmentTask;system;1623
1624;General TreatmentTask;system;1624
1625;General TreatmentTask;system;1625
1626;General TreatmentTask;system;1626
1627;General TreatmentTask;system;1627
1628;General TreatmentTask;system;1628
1629;General TreatmentTask;system;1629
1630;General TreatmentTask;system;1630
1631;General TreatmentTask;system;1631
1632;General TreatmentTask;system;1632
1633;General TreatmentTask;system;1633
1634;General TreatmentTask;system;1634
1635;General TreatmentTask;system;1635
1636;General TreatmentTask;system;1636
1637;General TreatmentTask;system;1637
1638;General TreatmentTask;system;1638
1639;General TreatmentTask;system;1639
1640;General TreatmentTask;system;1640
1641;General TreatmentTask;system;1641
1642;General TreatmentTask;system;1642
1643;General TreatmentTask;system;1643
1644;General TreatmentTask;system;1644
1645;General TreatmentTask;system;1645
1646;General TreatmentTask;system;1646
1647;General TreatmentTask;system;1647
1648;General TreatmentTask;system;1648
1649;General TreatmentTask;system;1649
1650;General TreatmentTask;system;1650
1651;General TreatmentTask;system;1651
1652;General TreatmentTask;system;1652
1653;General TreatmentTask;system;1653
1654;General TreatmentTask;system;1654
1655;General TreatmentTask;system;1655
1656;General TreatmentTask;system;1656
1657;General TreatmentTask;system;1657
1658;General TreatmentTask;system;1658
1659;General TreatmentTask;system;1659
1660;General TreatmentTask;system;1660
1661;General TreatmentTask;system;1661
1662;General TreatmentTask;system;1662
1663;General TreatmentTask;system;1663
1664;General TreatmentTask;system;1664
1665;General TreatmentTask;system;1665
1666;General TreatmentTask;system;1666
1667;General TreatmentTask;system;1667
1668;General TreatmentTask;system;1668
1669;General TreatmentTask;system;1669
1670;General TreatmentTask;system;1670
1671;General TreatmentTask;system;1671
1672;General TreatmentTask;system;1672
1673;General TreatmentTask;system;1673
1674;General TreatmentTask;system;1674
1675;General TreatmentTask;system;1675
1676;General TreatmentTask;system;1676
1677;General TreatmentTask;system;1677
1678;General TreatmentTask;system;1678
1679;General TreatmentTask;system;1679
1680;General TreatmentTask;system;1680
1681;General TreatmentTask;system;1681
1682;General TreatmentTask;system;1682
1683;General TreatmentTask;system;1683
1684;General TreatmentTask;system;1684
1685;General TreatmentTask;system;1685
1686;General TreatmentTask;system;1686
1687;General TreatmentTask;system;1687
1688;General TreatmentTask;system;1688
1689;General TreatmentTask;system;1689
1690;General TreatmentTask;system;1690
1691;General TreatmentTask;system;1691
1692;General TreatmentTask;system;1692
1693;General TreatmentTask;system;1693
1694;General TreatmentTask;system;1694
1695;General TreatmentTask;system;1695
1696;General TreatmentTask;system;1696
1697;General TreatmentTask;system;1697
1698;General TreatmentTask;system;1698
1699;General TreatmentTask;system;1699
1700;General TreatmentTask;system;1700
1701;General TreatmentTask;system;1701
1702;General TreatmentTask;system;1702
1703;General TreatmentTask;system;1703
1704;General TreatmentTask;system;1704
1705;General TreatmentTask;system;1705
1706;General TreatmentTask;system;1706
1707;General TreatmentTask;system;1707
1708;General TreatmentTask;system;1708
1709;General TreatmentTask;system;1709
1710;General TreatmentTask;system;1710
1711;General TreatmentTask;system;1711
1712;General TreatmentTask;system;1712
1713;General TreatmentTask;system;1713
1714;General TreatmentTask;system;1714
1715;General TreatmentTask;system;1715
1716;General TreatmentTask;system;1716
1717;General TreatmentTask;system;1717
1718;General TreatmentTask;system;1718
1719;General TreatmentTask;system;1719
1720;General TreatmentTask;system;1720
1721;General TreatmentTask;system;1721
1722;General TreatmentTask;system;1722
1723;General TreatmentTask;system;1723
1724;General TreatmentTask;system;1724
1725;General TreatmentTask;system;1725
1726;General TreatmentTask;system;1726
1727;General TreatmentTask;system;1727
1728;General TreatmentTask;system;1728
1729;General TreatmentTask;system;1729
1730;General TreatmentTask;system;1730
1731;General TreatmentTask;system;1731
1732;General TreatmentTask;system;1732
1733;General TreatmentTask;system;1733
1734;General TreatmentTask;system;1734
1735;General TreatmentTask;system;1735
1736;General TreatmentTask;system;1736
1737;General TreatmentTask;system;1737
1738;General TreatmentTask;system;1738
1739;General TreatmentTask;system;1739
1740;General TreatmentTask;system;1740
1741;General TreatmentTask;system;1741
1742;General TreatmentTask;system;1742
1743;General TreatmentTask;system;1743
1744;General TreatmentTask;system;1744
1745;General TreatmentTask;system;1745
1746;General TreatmentTask;system;1746
1747;General TreatmentTask;system;1747
1748;General TreatmentTask;system;1748
1749;General TreatmentTask;system;1749
1750;General TreatmentTask;system;1750
1751;General TreatmentTask;system;1751
1752;General TreatmentTask;system;1752
1753;General TreatmentTask;system;1753
1754;General TreatmentTask;system;1754
1755;General TreatmentTask;system;1755
1756;General TreatmentTask;system;1756
1757;General TreatmentTask;system;1757
1758;General TreatmentTask;system;1758
1759;General TreatmentTask;system;1759
1760;General TreatmentTask;system;1760
1761;General TreatmentTask;system;1761
1762;General TreatmentTask;system;1762
1763;General TreatmentTask;system;1763
1764;General TreatmentTask;system;1764
1765;General TreatmentTask;system;1765
1766;General TreatmentTask;system;1766
1767;General TreatmentTask;system;1767
1768;General TreatmentTask;system;1768
1769;General TreatmentTask;system;1769
1770;General TreatmentTask;system;1770
1771;General TreatmentTask;system;1771
1772;General TreatmentTask;system;1772
1773;General TreatmentTask;system;1773
1774;General TreatmentTask;system;1774
1775;General TreatmentTask;system;1775
1776;General TreatmentTask;system;1776
1777;General TreatmentTask;system;1777
1778;General TreatmentTask;system;1778
1779;General TreatmentTask;system;1779
1780;General TreatmentTask;system;1780
1781;General TreatmentTask;system;1781
1782;General TreatmentTask;system;1782
1783;General TreatmentTask;system;1783
1784;General TreatmentTask;system;1784
1785;General TreatmentTask;system;1785
1786;General TreatmentTask;system;1786
1787;General TreatmentTask;system;1787
1788;General TreatmentTask;system;1788
1789;General TreatmentTask;system;1789
1790;General TreatmentTask;system;1790
1791;General TreatmentTask;system;1791
1792;General TreatmentTask;system;1792
1793;General TreatmentTask;system;1793
1794;General TreatmentTask;system;1794
1795;General TreatmentTask;system;1795
1796;General TreatmentTask;system;1796
1797;General TreatmentTask;system;1797
1798;General TreatmentTask;system;1798
1799;General TreatmentTask;system;1799
1800;General TreatmentTask;system;1800
1801;General TreatmentTask;system;1801
1802;General TreatmentTask;system;1802
1803;General TreatmentTask;system;1803
1804;General TreatmentTask;system;1804
1805;General TreatmentTask;system;1805
1806;General TreatmentTask;system;1806
1807;General TreatmentTask;system;1807
1808;General TreatmentTask;system;1808
1809;General TreatmentTask;system;1809
1810;General TreatmentTask;system;1810
1811;General TreatmentTask;system;1811
1812;General TreatmentTask;system;1812
1813;General TreatmentTask;system;1813
1814;General TreatmentTask;system;1814
1815;General TreatmentTask;system;1815
1816;General TreatmentTask;system;1816
1817;General TreatmentTask;system;1817
1818;General TreatmentTask;system;1818
1819;General TreatmentTask;system;1819
1820;General TreatmentTask;system;1820
1821;General TreatmentTask;system;1821
1822;General TreatmentTask;system;1822
1823;General TreatmentTask;system;1823
1824;General TreatmentTask;system;1824
1825;General TreatmentTask;system;1825
1826;General TreatmentTask;system;1826
1827;General TreatmentTask;system;1827
1828;General TreatmentTask;system;1828
1829;General TreatmentTask;system;1829
1830;General TreatmentTask;system;1830
1831;General TreatmentTask;system;1831
1832;General TreatmentTask;system;1832
1833;General TreatmentTask;system;1833
1834;General TreatmentTask;system;1834
1835;General TreatmentTask;system;1835
1836;General TreatmentTask;system;1836
1837;General TreatmentTask;system;1837
1838;General TreatmentTask;system;1838
1839;General TreatmentTask;system;1839
1840;General TreatmentTask;system;1840
1841;General TreatmentTask;system;1841
1842;General TreatmentTask;system;1842
1843;General TreatmentTask;system;1843
1844;General TreatmentTask;system;1844
1845;General TreatmentTask;system;1845
1846;General TreatmentTask;system;1846
1847;General TreatmentTask;system;1847
1848;General TreatmentTask;system;1848
1849;General TreatmentTask;system;1849
1850;General TreatmentTask;system;1850
1851;General TreatmentTask;system;1851
1852;General TreatmentTask;system;1852
1853;General TreatmentTask;system;1853
1854;General TreatmentTask;system;1854
1855;General TreatmentTask;system;1855
1856;General TreatmentTask;system;1856
1857;General TreatmentTask;system;1857
1858;General TreatmentTask;system;1858
1859;General TreatmentTask;system;1859
1860;General TreatmentTask;system;1860
1861;General TreatmentTask;system;1861
1862;General TreatmentTask;system;1862
1863;General TreatmentTask;system;1863
1864;General TreatmentTask;system;1864
1865;General TreatmentTask;system;1865
1866;General TreatmentTask;system;1866
1867;General TreatmentTask;system;1867
1868;General TreatmentTask;system;1868
1869;General TreatmentTask;system;1869
1870;General TreatmentTask;system;1870
1871;General TreatmentTask;system;1871
1872;General TreatmentTask;system;1872
1873;General TreatmentTask;system;1873
1874;General TreatmentTask;system;1874
1875;General TreatmentTask;system;1875
1876;General TreatmentTask;system;1876
1877;General TreatmentTask;system;1877
1878;General TreatmentTask;system;1878
1879;General TreatmentTask;system;1879
1880;General TreatmentTask;system;1880
1881;General TreatmentTask;system;1881
1882;General TreatmentTask;system;1882
1883;General TreatmentTask;system;1883
1884;General TreatmentTask;system;1884
1885;General TreatmentTask;system;1885
1886;General TreatmentTask;system;1886
1887;General TreatmentTask;system;1887
1888;General TreatmentTask;system;1888
1889;General TreatmentTask;system;1889
1890;General TreatmentTask;system;1890
1891;General TreatmentTask;system;1891
1892;General TreatmentTask;system;1892
1893;General TreatmentTask;system;1893
1894;General TreatmentTask;system;1894
1895;General TreatmentTask;system;1895
1896;General TreatmentTask;system;1896
1897;General TreatmentTask;system;1897
1898;General TreatmentTask;system;1898
1899;General TreatmentTask;system;1899
1900;General TreatmentTask;system;1900
1901;General TreatmentTask;system;1901
1902;General TreatmentTask;system;1902
1903;General TreatmentTask;system;1903
1904;General TreatmentTask;system;1904
1905;General TreatmentTask;system;1905
1906;General TreatmentTask;system;1906
1907;General TreatmentTask;system;1907
1908;General TreatmentTask;system;1908
1909;General TreatmentTask;system;1909
1910;General TreatmentTask;system;1910
1911;General TreatmentTask;system;1911
1912;General TreatmentTask;system;1912
1913;General TreatmentTask;system;1913
1914;General TreatmentTask;system;1914
1915;General TreatmentTask;system;1915
1916;General TreatmentTask;system;1916
1917;General TreatmentTask;system;1917
1918;General TreatmentTask;system;1918
1919;General TreatmentTask;system;1919
1920;General TreatmentTask;system;1920
1921;General TreatmentTask;system;1921
1922;General TreatmentTask;system;1922
1923;General TreatmentTask;system;1923
1924;General TreatmentTask;system;1924
1925;General TreatmentTask;system;1925
1926;General TreatmentTask;system;1926
1927;General TreatmentTask;system;1927
1928;General TreatmentTask;system;1928
1929;General TreatmentTask;system;1929
1930;General TreatmentTask;system;1930
1931;General TreatmentTask;system;1931
1932;General TreatmentTask;system;1932
1933;General TreatmentTask;system;1933
1934;General TreatmentTask;system;1934
1935;General TreatmentTask;system;1935
1936;General TreatmentTask;system;1936
1937;General TreatmentTask;system;1937
1938;General TreatmentTask;system;1938
1939;General TreatmentTask;system;1939
1940;General TreatmentTask;system;1940
1941;General TreatmentTask;system;1941
1942;General TreatmentTask;system;1942
1943;General TreatmentTask;system;1943
1944;General TreatmentTask;system;1944
1945;General TreatmentTask;system;1945
1946;General TreatmentTask;system;1946
1947;General TreatmentTask;system;1947
1948;General TreatmentTask;system;1948
1949;General TreatmentTask;system;1949
1950;General TreatmentTask;system;1950
1951;General TreatmentTask;system;1951
1952;General TreatmentTask;system;1952
1953;General TreatmentTask;system;1953
1954;General TreatmentTask;system;1954
1955;General TreatmentTask;system;1955
1956;General TreatmentTask;system;1956
1957;General TreatmentTask;system;1957
1958;General TreatmentTask;system;1958
1959;General TreatmentTask;system;1959
1960;General TreatmentTask;system;1960
1961;General TreatmentTask;system;1961
1962;General TreatmentTask;system;1962
1963;General TreatmentTask;system;1963
1964;General TreatmentTask;system;1964
1965;General TreatmentTask;system;1965
1966;General TreatmentTask;system;1966
1967;General TreatmentTask;system;1967
1968;General TreatmentTask;system;1968
1969;General TreatmentTask;system;1969
1970;General TreatmentTask;system;1970
1971;General TreatmentTask;system;1971
1972;General TreatmentTask;system;1972
1973;General TreatmentTask;system;1973
1974;General TreatmentTask;system;1974
1975;General TreatmentTask;system;1975
1976;General TreatmentTask;system;1976
1977;General TreatmentTask;system;1977
1978;General TreatmentTask;system;1978
1979;General TreatmentTask;system;1979
1980;General TreatmentTask;system;1980
1981;General TreatmentTask;system;1981
1982;General TreatmentTask;system;1982
1983;General TreatmentTask;system;1983
1984;General TreatmentTask;system;1984
1985;General TreatmentTask;system;1985
1986;General TreatmentTask;system;1986
1987;General TreatmentTask;system;1987
1988;General TreatmentTask;system;1988
1989;General TreatmentTask;system;1989
1990;General TreatmentTask;system;1990
1991;General TreatmentTask;system;1991
1992;General TreatmentTask;system;1992
1993;General TreatmentTask;system;1993
1994;General TreatmentTask;system;1994
1995;General TreatmentTask;system;1995
1996;General TreatmentTask;system;1996
1997;General TreatmentTask;system;1997
1998;General TreatmentTask;system;1998
1999;General TreatmentTask;system;1999
2000;General TreatmentTask;system;2000
